gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene185	7.37222744551999881e2	-1.08025785372347735e-1	9.24166682894141389e-2	-1.16889937033925229e0	2.42444193906968197e-1	7.23714011662591639e-1
gene186	7.66411094482890462e2	5.81768411574170238e-2	1.23829217303935576e-1	4.69815140756510596e-1	6.38487058243170313e-1	9.28185070597554063e-1
gene187	2.54857174545956786e3	7.34811634811991937e-2	1.05173812938872582e-1	6.98664063115280620e-1	4.84761965964992103e-1	8.87518179371006077e-1
gene188	1.04998761260097126e3	7.84808668635184337e-2	9.96997056383377850e-2	7.87172503279086833e-1	4.31180877426002751e-1	8.44334055459097677e-1
gene189	1.36229642193545839e1	-6.66617389898174761e-1	4.83464876906346763e-1	-1.37883313088596315e0	1.67946216132394743e-1	5.99807914758552663e-1
gene190	3.49994658535587391e1	-2.42948210955677757e-1	3.05121294406979326e-1	-7.96234859411767748e-1	4.25895527544806085e-1	8.44334055459097677e-1
gene191	1.47535124854268158e1	9.79878144828498637e-2	4.46052369078538125e-1	2.19677825465369903e-1	8.26122108888418749e-1	9.77617272669236814e-1
gene192	1.01155322811696863e3	-1.64054634430442686e-1	1.09470057340518651e-1	-1.49862563714690222e0	1.33970779420582747e-1	5.35691148430651021e-1
gene193	7.44535065003441421e0	9.77605672504342937e-1	5.83148934099466221e-1	1.67642537838814820e0	9.36548978817336175e-2	4.40728931208158203e-1
gene194	7.98068712941861236e0	-1.02130685045215677e-1	5.89348045660973985e-1	-1.73294347537324284e-1	8.62420079859254507e-1	9.77617272669236814e-1
gene195	7.88316041782322685e0	8.92045668571020300e-1	7.29433394505756838e-1	1.22292957148670833e0	2.21356313000738991e-1	6.87038581765857748e-1
gene196	6.74668314095496413e0	5.07347482063256680e-2	5.85507983179448188e-1	8.66508223010450940e-2	9.30948999790829457e-1	9.85284536982206527e-1
gene197	1.93014080879199582e2	7.01741191945816772e-2	1.52014032398478355e-1	4.61629219930383972e-1	6.44347200804109010e-1	9.28185070597554063e-1
gene198	7.87648038095036274e0	7.24451176582286555e-2	6.45364596608389629e-1	1.12254558181456465e-1	9.10621528800673707e-1	9.79162934194272805e-1
gene199	1.15114555241854373e3	1.18866014357165928e0	1.00121281687762576e-1	1.18722026279947670e1	1.65063691992126768e-32	2.35805274274466824e-31
gene200	7.05625796823417204e2	-4.80000596661120868e-2	8.50272177785304784e-2	-5.64525817969692367e-1	5.72396286693034551e-1	9.28116350725669781e-1
gene201	1.98801320304829346e3	5.54915478181035315e-3	8.55813693112588703e-2	6.48406870148117709e-2	9.48300764610719327e-1	9.89084233657417933e-1
gene202	9.62874084926627347e1	-1.41124788341114837e0	1.81516119712160806e-1	-7.77477992394854489e0	7.55786797634182977e-15	8.17066808253170749e-14
gene203	3.24039185815330848e3	1.62076585644362181e0	7.83061459105245106e-2	2.06978116161606067e1	3.62458874231920661e-95	1.44983549692768254e-93
gene204	1.00955040816758398e2	-1.23084768840448569e-1	1.81905074590355903e-1	-6.76642854068977062e-1	4.98632546628470397e-1	8.91768367667495565e-1
gene205	1.52173107024639105e1	7.85649231726149866e-1	5.01613739471862052e-1	1.56624344571052299e0	1.17291634295517685e-1	4.99396936608254960e-1
gene206	6.70822540809698040e1	-1.42453220912701184e0	2.11080678816626399e-1	-6.74875700188815308e0	1.49117067740513053e-11	1.49117067740513066e-10
gene207	3.56606403757443877e3	-2.16793955178572403e-2	8.87655484400235312e-2	-2.44232091153083114e-1	8.07051109845740688e-1	9.66528275264360026e-1
gene208	1.21130691197352121e2	1.59992323826288280e-1	1.93223679721806763e-1	8.28016131649271792e-1	4.07661358123652340e-1	8.44334055459097677e-1
gene209	2.48663620243784180e1	-1.85337731681586848e-2	3.13611066117850723e-1	-5.90979565791021830e-2	9.52874003409826864e-1	9.89084233657417933e-1
gene210	2.55177725079460203e1	4.75784844231402160e-1	3.34375146362542341e-1	1.42290732253029950e0	1.54763028005123066e-1	5.84011426434426606e-1
gene211	8.27236028463973867e2	3.09475883082220227e0	1.39822027780138664e-1	2.21335570650464000e1	1.50245231485716318e-108	7.51226157428581571e-107
gene212	6.94730149212464312e2	1.49023819692738324e0	1.11712444299971903e-1	1.33399479911635783e1	1.35554086287911078e-40	2.25923477146518435e-39
gene213	4.67940141276920372e1	4.20007044787198858e-1	2.57228942689815776e-1	1.63281410091426626e0	1.02508097801605649e-1	4.60710551917328792e-1
gene214	6.72632415356737567e0	2.71866901480003753e-1	1.25768432534052077e0	2.16164657539478472e-1	8.28859434039129317e-1	9.77617272669236814e-1
gene215	1.00814534150535096e2	-4.41755542098798068e-2	2.14272737142979702e-1	-2.06165071669394823e-1	8.36662000291487074e-1	9.77617272669236814e-1
gene216	1.52945526865822853e3	-1.24835106966139338e-3	1.07407013592984033e-1	-1.16226215393343494e-2	9.90726679399949628e-1	9.99340791286728369e-1
gene217	2.26719271046764135e2	1.10425583089680313e-1	1.25714181983949264e-1	8.78386044812183853e-1	3.79734257253869556e-1	8.44334055459097677e-1
gene218	4.01831125855914877e1	3.14577370648155330e-1	2.95075379570801100e-1	1.06609155635322961e0	2.86382273592435954e-1	7.68811472731371626e-1
gene219	2.05918802262983178e2	-1.90181297191926515e-2	1.65306081493372531e-1	-1.15047973718711186e-1	9.08407057353429304e-1	9.79162934194272805e-1
gene220	2.06452117745797477e3	-1.15921604128878891e-1	1.16544403304825767e-1	-9.94656121115332081e-1	3.19903556888661289e-1	8.06886360846098993e-1
gene221	1.32825607848484850e2	-5.83842808276556283e-2	1.71988375305706986e-1	-3.39466436169760688e-1	7.34258387225420361e-1	9.39796242969875850e-1
gene222	1.74949351107144828e1	3.29411126434380197e-1	4.04031411075634894e-1	8.15310684774244510e-1	4.14894485885666742e-1	8.44334055459097677e-1
gene223	1.83603924789362537e2	2.32188027895638777e-1	1.34134052721392727e-1	1.73101478099608364e0	8.34491240101925963e-2	4.02164453061169158e-1
gene224	3.39723385333847864e3	2.85120095919234422e-2	8.86308385398183324e-2	3.21694006980585256e-1	7.47684535332296729e-1	9.39796242969875850e-1
gene225	8.14986635891595199e1	1.66539000305673590e0	2.96497247557556576e-1	5.61688183204279934e0	1.94434283610871592e-8	1.65475986051805615e-7
gene226	1.26994148898011372e3	-6.71529545535160532e-2	1.15834760368570322e-1	-5.79730595029027240e-1	5.62096260458491592e-1	9.28116350725669781e-1
gene227	3.54028534989068788e1	4.04352700602203033e-2	2.70796465895467409e-1	1.49319784977655828e-1	8.81301298674747047e-1	9.77617272669236814e-1
gene228	2.07919348321766364e1	-6.86257039833126220e-2	3.85522564574643234e-1	-1.78006971029125327e-1	8.58717517498845506e-1	9.77617272669236814e-1
gene229	5.76927115038467608e0	1.20363314499303944e-1	7.90311702594272303e-1	1.52298535001063606e-1	8.78951477509608448e-1	9.77617272669236814e-1
gene230	2.25778071048131146e1	6.71625544796600416e-1	3.91498994932214517e-1	1.71552303707162235e0	8.62493714037023684e-2	4.10711292398582728e-1
gene231	4.02190426768642126e1	1.47684062091004153e-1	2.81992247804540963e-1	5.23716744842465665e-1	6.00475520888062331e-1	9.28116350725669781e-1
gene232	1.12223840984441328e1	4.50102206398865279e-1	4.69722495875433188e-1	9.58230040824420981e-1	3.37946783937359718e-1	8.17392725136418363e-1
gene233	2.98552817487078279e1	-3.55510760829482020e-1	2.67665526251932739e-1	-1.32819031949175037e0	1.84115251198698288e-1	6.27721118973123882e-1
gene234	2.89275572883703136e0	-1.21057920676541775e0	9.55884254425970692e-1	-1.26644957395223234e0	2.05352184801648047e-1	6.67811983094790396e-1
gene235	1.91134484548229702e4	3.00996693430525974e0	1.02098992668713487e-1	2.94808680833108099e1	5.06462968454109284e-191	1.01292593690821858e-188
gene236	1.09212536712752694e3	1.74057371173571770e-2	8.21349004442124414e-2	2.11916457233420230e-1	8.32172242681368579e-1	9.77617272669236814e-1
gene237	6.99163741872882394e0	5.07354679151597820e-1	6.13152150129467666e-1	8.27453151790252028e-1	4.07980258852580546e-1	8.44334055459097677e-1
gene238	1.92585497778414424e3	-1.28484781683939255e-2	1.02650001504571708e-1	-1.25167832246175809e-1	9.00390654083465303e-1	9.78685493568984044e-1
gene239	1.97370641223275015e2	2.40823508112802176e-1	1.66284496097366202e-1	1.44826194723403701e0	1.47543809167968304e-1	5.67476189107570361e-1
gene240	7.52541440896380180e1	-7.64336369900100836e-3	2.14246467087909676e-1	-3.56755647030799414e-2	9.71540982422984700e-1	9.91368349411208882e-1
gene241	4.85426071913254642e0	-3.56070381488563847e-1	6.74776117918165053e-1	-5.27686697903773538e-1	5.97716760592849061e-1	9.28116350725669781e-1
gene242	2.04321097473083881e2	1.04929272844434776e-1	1.33169829555159491e-1	7.87935774904424790e-1	4.30734260381198886e-1	8.44334055459097677e-1
gene243	4.56316248330139729e0	6.64320227684552456e-1	6.61564774830244562e-1	1.00416505376214293e0	3.15299078497607577e-1	8.06886360846098993e-1
gene244	1.01090933483674643e1	-1.67149033394856250e0	4.81718045792382754e-1	-3.46985201934694310e0	5.20745226771835551e-4	3.85737205016174495e-3
gene245	1.80584696428928595e2	3.82101910770074438e-1	1.60998149091662685e-1	2.37333107818853595e0	1.76284531798101794e-2	1.08749860096027592e-1
gene246	1.22249052204733957e2	-9.18889007887877321e-3	1.62124053542278823e-1	-5.66781416952573877e-2	9.54801503418861719e-1	9.89084233657417933e-1
gene247	1.08916198535493702e1	-2.70104829158374082e0	6.09935844000770611e-1	-4.42841377195783981e0	9.49286604630188261e-6	7.59429283704150609e-5
gene248	1.07124311609851262e1	1.32557888200288221e0	5.26384704877656873e-1	2.51827013535846422e0	1.17932826961960439e-2	7.60856948141680201e-2
gene249	1.32505676636526488e2	-1.37880046674242002e-1	1.75911350885879086e-1	-7.83804148964158842e-1	4.33155024541013345e-1	8.44334055459097677e-1
gene250	2.88584105168356973e3	2.18646933968926038e-1	9.73407797757190052e-2	2.24620076470217489e0	2.46911491102309970e-2	1.45242053589594106e-1
gene251	3.85496285391787694e1	3.11814704476561289e-1	3.11685164480147214e-1	1.00041561168504800e0	3.17109432891324261e-1	8.06886360846098993e-1
gene252	1.46581242224733312e1	-3.68096161864669924e-1	4.67911143957099540e-1	-7.86679622014770374e-1	4.31469422206991415e-1	8.44334055459097677e-1
gene253	1.77575951982500975e1	-2.55281682234274143e0	4.48087654550729853e-1	-5.69713714809280969e0	1.21835908756242930e-8	1.08298585561104826e-7
gene254	1.77632932156378359e2	4.93606189882441274e-2	1.26630203254070761e-1	3.89801309006880592e-1	6.96683464136303998e-1	9.28308551509596347e-1
gene255	4.20430689376141675e0	-1.44568759452336854e-1	8.72087507198502476e-1	-1.65773226034105381e-1	8.68335425140392414e-1	9.77617272669236814e-1
gene256	1.02855119417973015e3	8.82440967339367770e-3	9.07766737267977769e-2	9.72101015724776835e-2	9.22559488250441762e-1	9.84063454133804472e-1
gene257	9.33760610136213920e0	9.36045197472102908e-2	5.95637163221948485e-1	1.57150234281689755e-1	8.75126449429557529e-1	9.77617272669236814e-1
gene258	1.78616626097793159e2	-9.94179958213646658e-2	1.70802153700655268e-1	-5.82065235521577962e-1	5.60522693251313209e-1	9.28116350725669781e-1
gene259	2.30443870588430485e2	1.68597128424931741e-1	1.51333083013993119e-1	1.11407978392498808e0	2.65244978222639149e-1	7.43835547867178648e-1
gene260	2.96599852536810431e2	1.02120983691093209e-1	1.53143236382438680e-1	6.66833130234171234e-1	5.04878690729054669e-1	8.95935158128455034e-1
gene261	9.31329380952216070e2	1.00342182768269272e0	1.03524052960320842e-1	9.69264435645007794e0	3.24028492869607712e-22	4.05035616087009675e-21
gene262	7.80349536759142026e0	6.05664775054278626e-1	6.63893414096780377e-1	9.12292187561882795e-1	3.61614932719950266e-1	8.36447516745504882e-1
gene263	4.20598288413298036e1	3.70812897207708880e-1	2.78748867747716067e-1	1.33027588669280661e0	1.83427398468699127e-1	6.27721118973123882e-1
gene264	3.04266928237701586e3	-1.07724916467652088e-1	9.27285090164055859e-2	-1.16172380652204099e0	2.45347689164393729e-1	7.26144715092091664e-1
gene265	1.03564086660098795e2	-8.47089755664887201e-1	1.74143723760195934e-1	-4.86431401243819472e0	1.14854448850816314e-6	9.57120407090136047e-6
gene266	1.34766397572848931e1	1.60776492554345951e-1	5.17247598034430101e-1	3.10830815194320154e-1	7.55929263120572181e-1	9.39796242969875850e-1
gene267	1.83901733514330385e3	-3.04151400599026456e-2	9.28037653743295776e-2	-3.27736056152693189e-1	7.43111253338380018e-1	9.39796242969875850e-1
gene268	1.71996219924006759e1	1.44608831740566129e-1	4.06397525750325728e-1	3.55830984634015635e-1	7.21967146087921674e-1	9.39796242969875850e-1
gene269	2.65254952014282071e3	1.48646933539578335e-1	8.95518419063487531e-2	1.65989811460304604e0	9.69349476154724304e-2	4.48923792753826933e-1
gene270	1.95581902698867361e3	-3.98676031969662711e-2	9.65487523954356996e-2	-4.12927171069804477e-1	6.79659952664454448e-1	9.28185070597554063e-1
gene271	1.29013463103350556e1	2.46255849363307237e-2	4.45545704226066652e-1	5.52706146703995094e-2	9.55922789462054556e-1	9.89084233657417933e-1
gene272	1.03318490185701444e3	-5.79955480620306801e-3	1.13958670524665795e-1	-5.08917380266188935e-2	9.59411706647695373e-1	9.89084233657417933e-1
gene273	5.90589548882705273e1	-2.12552889714153137e0	2.63033725819210584e-1	-8.08082267975954771e0	6.43312907513391076e-16	7.14792119459323431e-15
gene274	1.16207704910721095e1	2.48436891253856873e-1	4.93989962332901711e-1	5.02918905640504343e-1	6.15021244462479855e-1	9.28185070597554063e-1
gene275	2.05718487730972492e3	3.95492904163585457e-2	9.52438290189218384e-2	4.15242549819174023e-1	6.77964331559171796e-1	9.28185070597554063e-1
gene276	4.22169014510879137e1	7.72200833835451628e-2	2.99192731281038959e-1	2.58094784097580521e-1	7.96333791549800218e-1	9.56557106966726911e-1
gene277	3.69782494367127228e1	4.46314593985393915e-1	2.75060986499651550e-1	1.62260231690821533e0	1.04674442465835335e-1	4.61266715678195161e-1
gene278	6.96888874888314831e1	1.06183386198137886e-2	2.06358038850141007e-1	5.14559000414077303e-2	9.58962159380944978e-1	9.89084233657417933e-1
gene279	1.34686352103801909e2	-1.88106977953990423e-1	2.08061402347331337e-1	-9.04093579259695579e-1	3.65945788576158337e-1	8.36447516745504882e-1
gene280	4.20388228190776303e1	-2.39715609202580060e0	2.70621232035520520e-1	-8.85797494156393661e0	8.14810238842679914e-19	9.58600280991388202e-18
gene281	9.92248721824106923e1	-8.92854465749025050e-2	1.70125696516843367e-1	-5.24820461593600296e-1	5.99707959411164726e-1	9.28116350725669781e-1
gene282	5.15508849398692881e0	2.89416488418490436e-1	6.31168517947389929e-1	4.58540754471873535e-1	6.46563954767488180e-1	9.28185070597554063e-1
gene283	1.60643896322412409e1	4.96383740276337526e-1	4.44568470996226039e-1	1.11655183095643173e0	2.64186014704036520e-1	7.43835547867178648e-1
gene284	3.99537340805173744e3	-1.39856419825282380e-1	9.29556092751189916e-2	-1.50455062277470453e0	1.32439650316391017e-1	5.35691148430651021e-1
gene285	4.06728701877741656e1	2.37413140585420124e-1	3.06989045884885181e-1	7.73360299880033297e-1	4.39309161790758240e-1	8.44334055459097677e-1
gene286	1.24382094956301703e1	1.80625687846512860e-2	4.86904772611186309e-1	3.70967174706151384e-2	9.70407815468432688e-1	9.91368349411208882e-1
gene287	1.23920473538323847e2	2.62879513223794985e-2	1.58362404738718598e-1	1.65998687414174284e-1	8.68157991353771363e-1	9.77617272669236814e-1
gene288	7.65660815247194559e0	-3.97399867316404753e-1	7.09022970420289167e-1	-5.60489411338587651e-1	5.75145612202662693e-1	9.28116350725669781e-1
gene289	3.46999000228196124e1	-9.55575172947363272e-1	2.92226337663522573e-1	-3.26998305692637059e0	1.07553933341682597e-3	7.82210424303146287e-3
gene290	2.79011259652785348e0	1.17223226301770289e0	1.10595508734433423e0	1.05992754717781179e0	2.89177579539868668e-1	7.71140212106316447e-1
gene291	1.79564339446679173e3	3.75025881493019422e-2	8.29982766061316685e-2	4.51847793506249318e-1	6.51378603075921103e-1	9.28185070597554063e-1
gene292	1.03803401916616258e3	1.18492205146468166e0	8.92729264574387837e-2	1.32730279882736646e1	3.31893723049347943e-40	5.31029956878956709e-39
gene293	3.42802764363107357e1	1.68435233439791832e-1	3.24103564068839112e-1	5.19695714928998465e-1	6.03275627971685324e-1	9.28116350725669781e-1
gene294	5.56755809593633089e1	3.15809831400706009e-2	2.35482651433645301e-1	1.34111718837043703e-1	8.93314213180936845e-1	9.78685493568984044e-1
gene295	3.92870085322816536e1	-9.10575478034816323e-4	3.46199452449966472e-1	-2.63020484749731031e-3	9.97901419817599389e-1	9.99340791286728369e-1
gene296	7.56846752806239120e0	-8.19463323967364321e-2	6.93101396119339963e-1	-1.18231376903223995e-1	9.05884292897683352e-1	9.79162934194272805e-1
gene297	7.98081545944907703e2	-5.29787264452221338e-2	1.36798517595351138e-1	-3.87275588774527224e-1	6.98552185010971272e-1	9.28308551509596347e-1
gene298	2.73947155226151153e2	3.82836818447526081e-2	1.33265003739377358e-1	2.87274834131419354e-1	7.73901919047191300e-1	9.39796242969875850e-1
gene299	1.02920086373708752e1	-5.08996237114757166e-1	5.95086265727598152e-1	-8.55331850908068403e-1	3.92367458155355231e-1	8.44334055459097677e-1
gene300	6.22030556638611909e0	-2.46459422934244360e-1	6.31418596930736431e-1	-3.90326518940460943e-1	6.96295104303328527e-1	9.28308551509596347e-1
gene301	7.41407611175177408e1	-3.07096659413301376e0	2.29689129829995231e-1	-1.33700998232088502e1	9.04194322877958582e-41	1.57251186587471047e-39
gene302	1.00240792539626398e2	-8.99967415471675386e-2	1.71717400009686660e-1	-5.24097974591338889e-1	6.00210350786051672e-1	9.28116350725669781e-1
gene303	7.74924776080346689e0	-3.51230604305172001e-1	7.36544705749468953e-1	-4.76862574075226475e-1	6.33459944564730759e-1	9.28185070597554063e-1
gene304	2.60197863983202033e1	-9.65346339236634710e-1	3.20001775410010625e-1	-3.01669057304372634e0	2.55550534206524464e-3	1.79333708215104887e-2
gene305	1.90608409426998583e3	-6.53221252767588190e-2	9.47045860718021687e-2	-6.89746167384476361e-1	4.90353794102480867e-1	8.87518179371006077e-1
gene306	2.75061346351214297e3	-2.94083607275565546e-2	8.64969990309161912e-2	-3.39992844341862888e-1	7.33861926103175466e-1	9.39796242969875850e-1
gene307	7.58852962992929463e1	-9.34556362657770617e-2	2.53846007255912220e-1	-3.68158779710727302e-1	7.12754841509571690e-1	9.37835317775752242e-1
gene308	1.19196136915231801e1	9.80805569187488846e-1	4.17287636415346053e-1	2.35043045514832061e0	1.87517099615982369e-2	1.13646727039989320e-1
gene309	2.44859909805738134e1	-2.52035699403224900e0	3.94114979974472923e-1	-6.39497893278630070e0	1.60569476404960798e-10	1.52923310861867424e-9
gene310	2.21813115190767114e1	-1.50274116108302236e0	3.97619546070816121e-1	-3.77934429012044593e0	1.57241899214259444e-4	1.20955307087891898e-3
gene311	1.01997933840261830e1	-1.09414630791585185e-1	5.75922548653368227e-1	-1.89981501935321512e-1	8.49323648964345534e-1	9.77617272669236814e-1
gene312	3.88994359164094249e3	-1.41243652366534675e-2	9.74373055167952473e-2	-1.44958495739794996e-1	8.84743631765659289e-1	9.77617272669236814e-1
gene313	1.45962464690945097e2	-2.16031567885058645e-1	1.48440066802832810e-1	-1.45534539654987505e0	1.45573668086357327e-1	5.65334633345076942e-1
gene314	6.17406479468519365e0	3.74861674604144379e-1	7.08246340057856583e-1	5.29281484989420403e-1	5.96610150691451846e-1	9.28116350725669781e-1
gene315	1.73832798863594924e1	-1.57089068686544875e-1	3.88308785474315965e-1	-4.04546779683755742e-1	6.85810667961808673e-1	9.28185070597554063e-1
gene316	2.72168411573704907e3	5.70520727091512747e-2	9.71553484860084443e-2	5.87225238735749722e-1	5.57052396835577945e-1	9.28116350725669781e-1
gene317	3.47486496617627481e1	-4.86344980118967873e-2	2.58354509876630389e-1	-1.88247141631554121e-1	8.50682941557725170e-1	9.77617272669236814e-1
gene318	3.95363426204065433e2	-2.11768942079133382e-1	1.22118932579274433e-1	-1.73412048079982983e0	8.28967040483182677e-2	4.02164453061169158e-1
gene319	2.18463515774778944e3	-3.80536903490846859e-2	9.01826639097462607e-2	-4.21962367259059501e-1	6.73052462355649306e-1	9.28185070597554063e-1
gene320	4.05481150594252313e3	6.95349130875084209e-2	8.42596062355592396e-2	8.25246119630728692e-1	4.09231868076675609e-1	8.44334055459097677e-1
gene321	9.13899655995820837e1	2.79529094973103132e-1	1.87783930802533416e-1	1.48856770533281413e0	1.36601242849816007e-1	5.35691148430651021e-1
gene322	5.76769624549936211e1	-1.04871355852648979e-1	2.44329938889966403e-1	-4.29220243450712025e-1	6.67762926032413162e-1	9.28185070597554063e-1
gene323	1.08952227196123843e1	6.06486044103415334e-2	4.80231183370174008e-1	1.26290433671384678e-1	8.99502000620503894e-1	9.78685493568984044e-1
gene324	1.14658577702882198e2	2.70887017418782294e0	2.53184751201312841e-1	1.06991837436289341e1	1.02678708969543369e-26	1.32488656734894677e-25
gene325	2.27931000540090821e2	4.68111116543831682e-2	1.60987519188561828e-1	2.90774787327172490e-1	7.71223597042978937e-1	9.39796242969875850e-1
gene326	2.88498256904630625e3	9.33338841727555796e-2	9.62248266126422419e-2	9.69956376730879533e-1	3.32068249652670400e-1	8.17392725136418363e-1
gene327	4.89764217639128105e1	2.17749031623825584e-1	2.82088665276254369e-1	7.71916983656823374e-1	4.40163580798502652e-1	8.44334055459097677e-1
gene328	1.46451749465471767e3	-7.75699821351447105e-2	8.41536979814469510e-2	-9.21765578884557901e-1	3.56650873529038015e-1	8.36447516745504882e-1
gene329	6.56421832151026592e2	-4.73282435404739840e-2	1.12841804123705119e-1	-4.19421187989775845e-1	6.74908318969123178e-1	9.28185070597554063e-1
gene330	4.97464524748278279e2	-1.67544239186743593e0	1.02063603155018320e-1	-1.64156696420241666e1	1.47741793682789086e-60	3.69354484206972701e-59
gene331	2.61024417123441208e3	-2.46590597072062281e-2	1.13963023119351789e-1	-2.16377725267792864e-1	8.28693360312871552e-1	9.77617272669236814e-1
gene332	5.00036584849459587e0	2.47964230354462384e-1	8.67555597524485189e-1	2.85819411530526202e-1	7.75016468902847144e-1	9.39796242969875850e-1
gene333	1.58019478061783420e1	3.24035817423020844e-1	4.48758580893472536e-1	7.22071579729728463e-1	4.70250443408413044e-1	8.70834154460024212e-1
gene334	6.06100590203309650e1	4.46112514008525016e-2	1.98835452073042179e-1	2.24362662371017041e-1	8.22475155394337243e-1	9.77617272669236814e-1
gene335	1.37926056623855061e3	2.25667626782753006e0	1.21270649789538401e-1	1.86085938497396093e1	2.73706862361155136e-77	7.29884966296413797e-76
gene336	1.22160320231229946e2	1.70362575211261719e-1	1.58158663779361164e-1	1.07716245914245712e0	2.81407710991641302e-1	7.68035232782577570e-1
gene337	1.89986964403353994e2	1.17072394909024555e-4	1.41695000225998957e-1	8.26228128884560825e-4	9.99340791286728369e-1	9.99340791286728369e-1
gene338	4.09923044101612746e1	6.85774648078201987e-1	2.89060885500914022e-1	2.37242284403101511e0	1.76718522656044846e-2	1.08749860096027592e-1
gene339	1.23603715145469118e3	-3.92441551095587191e-2	9.63024103382987273e-2	-4.07509583318826085e-1	6.83633738428523041e-1	9.28185070597554063e-1
gene340	2.36577208717310441e1	9.64001087720527672e-2	3.31029416674833210e-1	2.91213118581378494e-1	7.70888357543710656e-1	9.39796242969875850e-1
gene341	7.84342798994776729e1	-6.39255986951944993e-2	2.04155310275021762e-1	-3.13122390052352872e-1	7.54187699178310855e-1	9.39796242969875850e-1
gene342	7.63329440661223924e0	-2.27229715210518685e-1	7.66999392783605294e-1	-2.96258011868631765e-1	7.67033075024065703e-1	9.39796242969875850e-1
gene343	1.06104007112910585e3	6.69790278643359882e-2	8.68210812786766595e-2	7.71460420417340531e-1	4.40434056914639382e-1	8.44334055459097677e-1
gene344	4.84071945786837432e1	2.68852135689550575e-1	3.17021148827221044e-1	8.48057414100398255e-1	3.96405994212472634e-1	8.44334055459097677e-1
gene345	5.17740280944715270e0	-1.14868110584249816e0	6.61271291936071370e-1	-1.73707995470268672e0	8.23730547547509712e-2	4.02164453061169158e-1
gene346	2.93068405963704537e0	-8.48120254227591408e-1	8.94654440029362563e-1	-9.47986413837901498e-1	3.43136381588709627e-1	8.21883548715472201e-1
gene347	3.30721753736967321e3	7.03431057547806993e-3	1.07853920901086170e-1	6.52207218495960139e-2	9.47998181305824583e-1	9.89084233657417933e-1
gene348	1.80542228635788206e2	2.38494234796532778e0	2.11445489332430625e-1	1.12792301954276546e1	1.66193896381131059e-29	2.21591861841508057e-28
gene349	1.20272895340865125e3	-7.33681971841320946e-2	8.97557059019450931e-2	-8.17420981171762318e-1	4.13687881545353464e-1	8.44334055459097677e-1
gene350	2.51575080277894767e3	-1.75439938738496337e-1	8.52230024999191121e-2	-2.05859842521580783e0	3.95327200664306461e-2	2.22719549670031797e-1
gene351	8.74744176071110502e1	1.11041393107748923e-1	1.96814572377643798e-1	5.64192944487286074e-1	5.72622781123836355e-1	9.28116350725669781e-1
gene352	4.75132150193003781e2	1.68391242785159378e0	1.29373644164961027e-1	1.30158846395675454e1	9.93846252634189854e-39	1.52899423482183063e-37
gene353	4.74082737242504759e0	-3.69120047768823761e-2	7.73710815520017636e-1	-4.77077533833794171e-2	9.61949073410905520e-1	9.89150718160314191e-1
gene354	1.13547637902259506e1	-1.13438841555427064e-1	4.80716056762143740e-1	-2.35978890157097693e-1	8.13449086225691564e-1	9.71282491015751037e-1
gene355	7.61485399457169478e2	8.67575456691985630e-2	1.08140976618796625e-1	8.02263382316437568e-1	4.22400608502929653e-1	8.44334055459097677e-1
gene356	7.60741266356681791e1	-1.48569897223971559e0	1.93088356082751461e-1	-7.69439961259493455e0	1.42160095132739736e-14	1.49642205402883944e-13
gene357	4.93519742858726261e2	-1.25449283834271008e-1	1.13759089947467876e-1	-1.10276272333227587e0	2.70130237761437242e-1	7.50361771559547974e-1
gene358	1.16225632879093828e4	2.68948390955258088e0	9.15815932941254490e-2	2.93670792657534996e1	1.44641538271657566e-189	1.92855384362210083e-187
gene359	1.41449241907748501e2	1.30285690675713189e-1	1.72367508604210268e-1	7.55859916585989389e-1	4.49733168477231604e-1	8.52574726971055186e-1
gene360	1.09620184965354966e2	2.25480528266420843e-1	1.96147221692658857e-1	1.14954739771804704e0	2.50330351384897898e-1	7.28657944167909633e-1
gene361	2.13994662659754653e2	-4.52201976925387036e-2	1.61152674015329095e-1	-2.80604699666586299e-1	7.79013641445249427e-1	9.39796242969875850e-1
gene362	4.05475467819931737e2	4.48248899960169075e-2	1.03663451830778339e-1	4.32407846780846872e-1	6.65444988690286565e-1	9.28185070597554063e-1
gene363	2.88820289885073116e1	3.43253504065563417e-2	3.16586787124451097e-1	1.08423193268211010e-1	9.13659957496482988e-1	9.79796201068614536e-1
gene364	5.84821285552061545e3	1.17228047720057305e0	8.71627008074989523e-2	1.34493363140454356e1	3.10647974187449311e-41	5.64814498522635125e-40
gene365	9.46871438568955114e2	1.90650221846661294e0	9.84873967395296229e-2	1.93578293424564158e1	1.75110136381498235e-83	5.00314675375709289e-82
gene366	2.59593283963476381e2	5.70180033096386041e-2	1.45361905840683148e-1	3.92248594842519560e-1	6.94874529062024737e-1	9.28308551509596347e-1
gene367	3.08317483800230718e2	9.96131972935041521e-2	1.14002021174243309e-1	8.73784484410614404e-1	3.82235633138207520e-1	8.44334055459097677e-1
gene368	2.78689677408624493e3	-3.38755893214907622e-2	8.07737160693228484e-2	-4.19388768648671972e-1	6.74932008046182808e-1	9.28185070597554063e-1
gene369	6.10433065809901407e1	1.86566199817843559e-1	2.35045274661073472e-1	7.93745801045628641e-1	4.27343418346045612e-1	8.44334055459097677e-1
