gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene2294	1.55881241777061721e1	4.30876809724374046e-2	4.60804797688666168e-1	9.35052785660204083e-2	9.25502094922889151e-1	9.93766132701380478e-1
gene2295	6.71148464849954109e1	-7.68265544057336047e-2	2.21288233019832109e-1	-3.47178669906268000e-1	7.28457100745934727e-1	9.72471624804733481e-1
gene2296	1.89291340889120590e2	2.03586197989940459e-1	1.66388188833931944e-1	1.22356159662952368e0	2.21117668961983066e-1	7.28725870700225653e-1
gene2297	4.09100816367475772e0	2.06634159568208270e-1	7.50859061892974466e-1	2.75196997752504113e-1	7.83164925116981547e-1	9.81418418025981398e-1
gene2298	2.43292742219145586e0	5.72312832798928750e-1	9.91810651189609427e-1	5.77038401546180690e-1	5.63913466816248210e-1	9.34297009644002086e-1
gene2299	8.99514350649741345e1	-2.38755911365994999e-1	2.08207534579633785e-1	-1.14672080358685236e0	2.51497046830808313e-1	7.65554398394864610e-1
gene2300	1.54118135127987159e2	-2.57912866343296271e-2	1.62861764581038515e-1	-1.58363055322884694e-1	8.74170726229719364e-1	9.90693682287863253e-1
gene2301	1.27966401979529223e2	-1.02500273631000294e0	1.78303579365967940e-1	-5.74863802484966158e0	8.99651811928984494e-9	1.25907029213010777e-7
gene2302	9.73592807057366485e2	2.73446139335065075e0	1.33625409539059020e-1	2.04636333971448821e1	4.54238920619133586e-93	5.55369782148387280e-91
gene2303	2.15684818967937764e0	1.63713497532000529e0	1.07435954119436139e0	1.52382411338759893e0	1.27552654707832419e-1	5.75503023697621074e-1
gene2304	1.41549484155359124e2	-4.90455296663419305e-1	1.68048214305637933e-1	-2.91853917454548517e0	3.51675690137085448e-3	3.45248513731131884e-2
gene2305	6.96233738240447906e1	-8.08709339488851570e-2	2.12357854837902676e-1	-3.80823841014101827e-1	7.03333959450213375e-1	9.68323188818420943e-1
gene2306	2.22141281585474900e2	4.09343184586510589e-2	1.88751633959201859e-1	2.16868683995068867e-1	8.28310716101505862e-1	9.84759973047995896e-1
gene2307	2.71302524730096593e2	-7.84784345870108563e-2	1.44098456025308796e-1	-5.44616762397698850e-1	5.86017075997960157e-1	9.42607854431746328e-1
gene2308	2.90017993631910372e2	-2.13729767082088240e-1	1.47565865640095550e-1	-1.44836860580862625e0	1.47513993528160414e-1	6.14893615775509161e-1
gene2309	8.39960134588275054e1	-2.95810517195092215e-1	1.64224567242995362e-1	-1.80125618329318105e0	7.16625059576379980e-2	4.14200139567798054e-1
gene2310	2.38474275079704290e0	-8.64354026349562932e-1	1.03372679310322080e0	-8.36153258400892163e-1	4.03068685375771063e-1	8.73980614824691693e-1
gene2311	1.63724173947072381e3	4.90824425660589675e-2	1.44036833545590270e-1	3.40763132303401273e-1	7.33281916293550329e-1	9.72471624804733481e-1
gene2312	2.77789017045902309e0	2.22498966087888890e-2	1.01022850113151175e0	2.20246177808958825e-2	9.82428269215978589e-1	9.96408423396455301e-1
gene2313	6.00252490500585395e2	1.71596750854542991e-2	1.10995386269630597e-1	1.54598093327680514e-1	8.77138172371018876e-1	9.90749568512696466e-1
gene2314	9.39497887790733799e0	9.36494496441573343e-1	5.91304336998174196e-1	1.58377748621935965e0	1.13244362913974536e-1	5.39915528352296281e-1
gene2315	5.72926048231785323e0	5.37435597173253732e-1	8.31011434227359458e-1	6.46724671932991435e-1	5.17810111802866069e-1	9.18262833076999296e-1
gene2316	1.09452190128643778e0	7.51256137851626149e-1	1.59795293652062842e0	4.70136585804213969e-1	6.38257398941024512e-1	9.56683027049266776e-1
gene2317	7.98326467801789477e1	1.66544230304599694e-1	2.17804797778910902e-1	7.64649043560809316e-1	4.44480538504057221e-1	8.91142256961955481e-1
gene2318	7.67668143705099482e1	3.61058498125270189e-1	2.39725220042340648e-1	1.50613480743285777e0	1.32032571943921373e-1	5.84598339540193135e-1
gene2319	3.08363027326342899e3	1.08558318993335523e0	8.27283100355990092e-2	1.31222696253098299e1	2.45471617347694050e-39	8.76703201097167399e-38
gene2320	3.16911685614036003e1	2.42829099002955490e-1	2.81659908420805127e-1	8.62135830279985416e-1	3.88612776187514386e-1	8.66866059765127428e-1
gene2321	1.01480136821693648e2	-5.93938646929003736e-2	2.10447499230679291e-1	-2.82226516874864664e-1	7.77769856933830273e-1	9.80107352089674255e-1
gene2322	1.03201281097211663e2	-2.56763267333090184e-1	2.09616003714417215e-1	-1.22492206121297320e0	2.20604602036254455e-1	7.28488668430905650e-1
gene2323	1.42499827261264600e0	-4.58151148268305719e-1	1.25104036391115092e0	-3.66216120186545480e-1	7.14203812574070063e-1	9.70330844592246500e-1
gene2324	1.86112222693565101e1	-3.77033694591027868e-1	3.71706086461871976e-1	-1.01433285147377439e0	3.10423969165991354e-1	8.20417775977129837e-1
gene2325	4.34952093516180671e0	-8.45905421742861874e-1	7.63025974059529766e-1	-1.10861943171133270e0	2.67594409462189931e-1	7.81596182701597586e-1
gene2326	1.86775207423460650e1	-1.41646732531268943e-1	3.75252574268781891e-1	-3.77470381934839838e-1	7.05824064547238006e-1	9.68323188818420943e-1
gene2327	5.15772244290383242e2	1.87485131017951723e0	1.17247120520112588e-1	1.59905957763619870e1	1.48603018823101086e-57	7.91847476504166165e-56
gene2328	1.85761458755305995e1	3.09855304569074813e-2	3.86509779141253895e-1	8.01675200191597492e-2	9.36103949418415016e-1	9.93766132701380478e-1
gene2329	1.82029872543337241e1	1.05349073738245258e-1	4.87560733222075049e-1	2.16073745402012657e-1	8.28930297016217454e-1	9.84759973047995896e-1
gene2330	2.08517837361197189e3	3.10804105781489195e-3	1.10947319350945747e-1	2.80136651881026134e-2	9.77651191053112045e-1	9.96006070862986759e-1
gene2331	7.85248477360189501e0	6.59051850873814543e-2	6.48104207484105577e-1	1.01689179496644064e-1	9.19003337694663247e-1	9.93766132701380478e-1
gene2332	1.00454201373855634e-1	1.04447430315907130e0	3.05477545231983294e0	3.41915246950765250e-1	7.32414683632364283e-1	9.72471624804733481e-1
gene2333	3.57726974277065324e2	1.59379969971182006e-1	1.10763077545671537e-1	1.43892688342344033e0	1.50171243789926939e-1	6.21091422543934013e-1
gene2334	2.59515136969573135e1	6.10972518350618929e-3	3.24779748624081932e-1	1.88119031725032942e-2	9.84991117177419828e-1	9.97196634454799447e-1
gene2335	1.48244678037352369e1	-2.01187883508258149e-2	4.57925790316198622e-1	-4.39346042006800996e-2	9.64956452243828311e-1	9.94632401255889365e-1
gene2336	1.26643614292367968e1	1.16230648020944671e0	4.84567609692873047e-1	2.39864666345762512e0	1.64557838674487429e-2	1.37930853004612108e-1
gene2337	1.31040157490879011e2	-5.44421239596647386e-2	1.95168138987787732e-1	-2.78949854428193089e-1	7.80283338954735117e-1	9.80442531522543903e-1
gene2338	7.66283326328404115e1	3.48293447415615298e-1	2.26972568653592666e-1	1.53451780310590546e0	1.24902316970904884e-1	5.68353414972758264e-1
gene2339	9.22099687130561733e2	2.71573089053461114e-1	1.09061415804821205e-1	2.49009319244006999e0	1.27709596276956300e-2	1.10947015876349697e-1
gene2340	1.32506753300322487e2	6.86603799649792707e-2	1.68957520988532089e-1	4.06376582488089166e-1	6.84465905125527185e-1	9.65354753892156636e-1
gene2341	4.48992229460792316e2	5.26537458003003590e-3	1.30114926386714486e-1	4.04671064746316630e-2	9.67720653766122041e-1	9.94632401255889365e-1
gene2342	5.05420786392063837e3	-2.50218604227656538e0	7.53893990309350559e-2	-3.31901576937869791e1	1.49297828813022259e-241	4.95892738402453441e-238
gene2343	2.25817775517486962e3	-9.17501499318152391e-2	1.11017316062889920e-1	-8.26449000801279698e-1	4.08549430441341066e-1	8.76614738493936119e-1
gene2344	1.64197694486001851e1	-2.07271584919476504e-1	3.74794188091022218e-1	-5.53027745641399004e-1	5.80244363521527529e-1	9.40867201723310953e-1
gene2345	3.30828123275622887e-1	4.06386488063387730e-1	2.53646351452423202e0	1.60217754261532980e-1	8.72709547946503128e-1	9.90407695498841112e-1
gene2346	9.89341360646080048e0	4.45285426353159319e-1	5.21394235220155489e-1	8.54028288527471591e-1	3.93089313964854248e-1	8.69000500561293965e-1
gene2347	1.42949520606210845e4	1.50337383750878077e-3	1.08330989796488558e-1	1.38775971707913916e-2	9.88927608283200366e-1	9.98102351565781309e-1
gene2348	6.17868331040474601e1	-1.87684829984602286e-1	2.64584754232678798e-1	-7.09356177867868198e-1	4.78103445296162499e-1	9.04158127561105140e-1
gene2349	5.14960107999151433e2	-8.13350727443890587e-2	1.15369339971164456e-1	-7.04997296202942936e-1	4.80811888463787862e-1	9.05167213791312042e-1
gene2350	8.07849280545822945e-1	1.18838908579698899e0	1.62754784102447414e0	7.30171522975906484e-1	4.65285321616620728e-1	9.00259337329867404e-1
gene2351	3.06369280152575785e0	-1.72840305653411108e0	9.41764803984449506e-1	-1.83528100564124586e0	6.64640592236988986e-2	3.95284375273835809e-1
gene2352	7.99376567395484443e1	-4.97215685617012765e-2	2.03708826238538282e-1	-2.44081562295580062e-1	8.07167687451605720e-1	9.84623163674337776e-1
gene2353	1.17090538496630074e1	-3.75291674482095883e-1	4.38205273963892250e-1	-8.56428931325503906e-1	3.91760566380211284e-1	8.68570225391974815e-1
gene2354	5.13497011346754064e1	-1.04347501582778626e-1	2.28011764359724173e-1	-4.57640867241192684e-1	6.47210442903608851e-1	9.57591982892901372e-1
gene2355	1.68044878041221524e0	4.07896513236293834e-2	1.10636847319856813e0	3.68680528338849040e-2	9.70590138970788940e-1	9.95272823422040376e-1
gene2356	9.05972537354052747e1	4.04513204901869872e-1	1.98331104993849733e-1	2.03958529306037928e0	4.13916442625927097e-2	2.86919679481464351e-1
gene2357	1.85889362668927475e2	-1.87149524588521132e-1	1.46199567003706343e-1	-1.28009629866945263e0	2.00511282316051642e-1	7.01173775272257105e-1
gene2358	2.94718596354994770e3	4.03648881767886686e-2	1.14565642628277023e-1	3.52329784486591191e-1	7.24590957821654835e-1	9.72471624804733481e-1
gene2359	2.83763148888594374e0	7.59049965827842538e-2	1.01863913642285242e0	7.45160811799743666e-2	9.40599669099551838e-1	9.93897460490620999e-1
gene2360	2.52294822815599673e0	-1.30776780009623395e-1	1.00935170327870183e0	-1.29565125401599812e-1	8.96910472034278317e-1	9.92057177394178868e-1
gene2361	7.98996505542337445e1	3.27361697797663831e-1	1.89812682977266722e-1	1.72465660704490942e0	8.45893713203635794e-2	4.57200875991050304e-1
gene2362	1.70829379162505326e1	1.22423055987112173e-1	4.29357814804846527e-1	2.85130610800123419e-1	7.75544108255607711e-1	9.79890859914157586e-1
gene2363	2.50403673256317575e2	1.18865059021522751e-1	1.31689110255768876e-1	9.02618741904026467e-1	3.66728281753377627e-1	8.56723787664441905e-1
gene2364	1.62124272356975396e1	-2.95389334378749924e0	4.23347923228696188e-1	-6.97746033867226689e0	3.00563597869136477e-12	4.89773666552250271e-11
gene2365	2.28317701510168725e1	3.46884163517771793e-1	3.75179341455937732e-1	9.24582260237564291e-1	3.55183252562524643e-1	8.50546276758815667e-1
gene2366	7.43084137308678237e3	-6.26190543329936122e-2	1.09650495708406626e-1	-5.71078625121005823e-1	5.67946299331931304e-1	9.35996738447702703e-1
gene2367	1.57358984987191863e-1	6.46804570640057919e-1	3.05255689791638396e0	2.11889439663370149e-1	8.32193320985354590e-1	9.84759973047995896e-1
gene2368	1.24402167281401876e0	-1.74279052303461945e0	1.32408557527711923e0	-1.31622196901425270e0	1.88099562327162045e-1	6.83522486552490816e-1
gene2369	5.21429399602445329e1	-1.90153272772123993e0	2.49982507967865697e-1	-7.60666313486891887e0	2.81263122715657616e-14	4.98248246453363585e-13
gene2370	7.23368330335943810e0	2.90960134888542110e-1	8.02572124466274794e-1	3.62534563584594904e-1	7.16952599473957397e-1	9.71007745612440631e-1
gene2371	1.61009167178615257e2	2.64916462313372460e-3	1.40612488803427138e-1	1.88401801694669697e-2	9.84968559321196646e-1	9.97196634454799447e-1
gene2372	3.84756649824053738e2	1.78279238893336522e-1	1.20667184982488532e-1	1.47744590974927248e0	1.39556149731788898e-1	6.01086735914738934e-1
gene2373	7.29067454261971761e1	-7.81367357776056592e-2	2.08050538666542079e-1	-3.75566130606569404e-1	7.07239468560912687e-1	9.68726265005434573e-1
gene2374	5.13237279728704743e3	2.41065266665738109e0	9.96836034101959284e-2	2.41830409835567046e1	3.35548286193072581e-129	1.04486590555339738e-126
gene2375	1.30692937628309551e2	-3.12714538892910399e-1	1.88279089496393909e-1	-1.66090955575233834e0	9.67316095710347157e-2	4.92583630141297912e-1
gene2376	7.78972377445742303e0	-4.82091716847214025e-1	6.41540713360533643e-1	-7.51459271106754700e-1	4.52376282557837739e-1	8.93900419114985634e-1
gene2377	3.48634214202972914e-1	-1.29745926360154162e0	2.73813192601576461e0	-4.73848338450757189e-1	6.35608022646770521e-1	9.56156416859983538e-1
gene2378	4.97240314351425354e2	4.01002916889602254e-2	1.42744238837654580e-1	2.80924064014709318e-1	7.78768673526766819e-1	9.80107352089674255e-1
gene2379	7.98833393244289169e1	-3.20147261510526637e-1	2.11243632295267630e-1	-1.51553567807922351e0	1.29636802952878522e-1	5.78707821072932393e-1
gene2380	1.11502017077836490e3	-1.68788349420169626e-1	1.00360992117370873e-1	-1.68181228442594377e0	9.26052422879138915e-2	4.80497663632980909e-1
gene2381	3.39717432323679560e1	8.15557723296141845e-1	5.59967717130550269e-1	1.45643703796946489e0	1.45271846225568019e-1	6.10120776246914520e-1
gene2382	5.09170144622018870e3	-1.10235551043805953e-2	8.71696598812323475e-2	-1.26460916784579214e-1	8.99367056848788371e-1	9.92088092998167581e-1
gene2383	6.73952523794080662e2	-1.31351536644334022e-1	9.61331624974930271e-2	-1.36634989666296924e0	1.71829174397080259e-1	6.58292309918164342e-1
gene2384	2.58939311106161918e-1	-6.99194874043666315e-1	3.04379598731346190e0	-2.29711477693613414e-1	8.18316010352073686e-1	9.84759973047995896e-1
gene2385	2.00173156530721144e2	-1.72738314165600329e-2	1.49867617356145955e-1	-1.15260599462994315e-1	9.08238527885908309e-1	9.93766132701380478e-1
gene2386	3.14243124858512912e0	6.56030062637877109e-1	1.10742061254848534e0	5.92394664867369580e-1	5.53586291371489847e-1	9.30738360544601684e-1
gene2387	1.43657811341567026e2	-2.11848735757191098e-1	1.65508093985730492e-1	-1.27999018450092206e0	2.00548600063482185e-1	7.01181236958795862e-1
gene2388	8.28839196316317270e1	2.65188400904196819e-1	2.16785376694752091e-1	1.22327624190998518e0	2.21225392150885214e-1	7.28725870700225653e-1
gene2389	7.98712395013787013e0	-2.96402499347385662e-1	7.02130270795587430e-1	-4.22147444250666581e-1	6.72917375781451166e-1	9.64220210145897982e-1
gene2390	3.95459685274036765e0	-3.87244797795426088e-1	7.54197445960403057e-1	-5.13452809830593382e-1	6.07634567313895424e-1	9.49766416993648943e-1
gene2391	9.53564860517617063e1	2.94370033800948894e-1	2.17718466079886125e-1	1.35206736985248410e0	1.76353772917962476e-1	6.65635291757968539e-1
gene2392	8.24507767150761026e1	-9.53635985794843988e-2	2.05978932345625865e-1	-4.62977438971610089e-1	6.43380502431297741e-1	9.57096929569617338e-1
gene2393	7.81973775371515558e2	2.04356004910588318e0	1.15800730725994658e-1	1.76472120365225820e1	1.06904986594462458e-69	7.89077584385571275e-68
gene2394	8.76025538693388128e0	5.83330908838096351e-1	4.95023417001660027e-1	1.17839053427272566e0	2.38640966002721139e-1	7.51599936768797328e-1
gene2395	1.33602995270717955e1	-5.68837449176881504e-1	4.63749359193477872e-1	-1.22660535890802280e0	2.19970968641388487e-1	7.27975706428128144e-1
gene2396	7.92478873544514045e2	-1.21091811297493815e-1	1.33939042650202622e-1	-9.04081505298937826e-1	3.65952190332556604e-1	8.56194083251646032e-1
gene2397	3.14717621762923372e1	-2.39825975970318489e-1	2.80071108886141784e-1	-8.56303875555460281e-1	3.91829716959927632e-1	8.68570225391974815e-1
gene2398	6.24726181424179501e1	-4.02857103309734621e-1	2.62654983945564302e-1	-1.53378815531338830e0	1.25081778000556115e-1	5.68792570271897224e-1
gene2399	5.53200978981054618e2	-8.68202272733918090e-2	1.25013410347648790e-1	-6.94487311656838524e-1	4.87376622918839764e-1	9.08661925256454284e-1
gene2400	1.50022793854049343e1	1.57199650253008923e-2	4.66334153889203018e-1	3.37096583945164369e-2	9.73108607221290334e-1	9.95272823422040376e-1
gene2401	1.39817116968686548e2	2.83093440593576284e0	3.47621208621905764e-1	8.14373328128797169e0	3.83272980743310469e-16	7.21951534332082542e-15
gene2402	1.91061617750741277e2	-3.81461386764378185e-2	1.52770434977403058e-1	-2.49695817663150438e-1	8.02822628133468164e-1	9.84036666220055811e-1
gene2403	5.10162046380610867e0	-9.40037051072035279e-1	7.37302198201329362e-1	-1.27496846390161833e0	2.02320416692877508e-1	7.03867253730738551e-1
gene2404	3.83726932647203398e1	2.66727853804651582e-1	2.46054076787607878e-1	1.08402127405061921e0	2.78355384034703557e-1	7.90975296128109795e-1
gene2405	5.52331743974429568e0	-1.78118087205801756e0	9.19611543927074226e-1	-1.93688398522242400e0	5.27595220177798918e-2	3.40151887279857734e-1
gene2406	7.36931877953141111e2	4.27153625109206805e-2	1.25215933109012523e-1	3.41133603770159555e-1	7.33003013660675440e-1	9.72471624804733481e-1
gene2407	9.35903165209078480e1	-4.33969599415346893e-2	2.15618656704346628e-1	-2.01267184411783095e-1	8.40489688595095763e-1	9.85317828129333440e-1
gene2408	6.08047511826085056e1	-6.93500190026216518e-2	2.27234380447025069e-1	-3.05191577375718226e-1	7.60220269904607671e-1	9.76942852652110227e-1
gene2409	1.94403111359628014e1	7.72289926825870832e-1	3.81012989021120407e-1	2.02693857973188685e0	4.26686904866299122e-2	2.93931673939871241e-1
gene2410	1.21553689454913115e3	3.73184581818625793e-2	1.14616616127639792e-1	3.25593787730601436e-1	7.44731728311639363e-1	9.73736332150715866e-1
gene2411	1.58865315426320137e2	3.33534762625360415e-1	1.58995468670899198e-1	2.09776269357547385e0	3.59261102207843602e-2	2.58286959087305756e-1
gene2412	1.08244720637657807e2	-1.50539753130563753e-1	2.05039125846990411e-1	-7.34200131358848207e-1	4.62826748960282475e-1	8.99803753360648217e-1
gene2413	8.61615368729854481e2	-5.62666400139022749e-2	1.13778145419142218e-1	-4.94529417812393790e-1	6.20932293036856819e-1	9.53275105201780826e-1
gene2414	2.20777787317585251e2	-2.74679131922498543e-1	1.59860994734999651e-1	-1.71823734975396625e0	8.57533274429971848e-2	4.59526233560497710e-1
gene2415	3.23798170838187389e2	-2.64938236280581829e-1	1.52361208195672754e-1	-1.73888248470916507e0	8.20554314420996328e-2	4.49871442423549817e-1
gene2416	1.89381160962860662e2	-4.17011241299555038e-2	1.57082054030390050e-1	-2.65473509290168497e-1	7.90644748054902036e-1	9.82545448814711175e-1
gene2417	4.77768577278230680e2	2.03223271552108814e-1	1.24718115027430090e-1	1.62946073637668887e0	1.03215517660942793e-1	5.10290759480260259e-1
gene2418	1.03647916293367626e1	1.13953837005812031e0	5.08624102101969289e-1	2.24043328923815910e0	2.50628049310969644e-2	1.95719686313413549e-1
gene2419	7.20805687247611360e1	-2.36348911309347320e0	2.12323849242327056e-1	-1.11315291312188052e1	8.81108731173202377e-29	2.43545296859233701e-27
gene2420	8.05736505640403067e0	4.71937860288270616e-1	6.00291831413076959e-1	7.86180713432892753e-1	4.31761609490303011e-1	8.86700588879661300e-1
gene2421	8.67412379538917655e0	-6.02242479670953790e-1	5.61598549884861908e-1	-1.07237185671940338e0	2.83553061005760942e-1	7.95793402729729649e-1
gene2422	1.04082450045045164e2	-1.07128023909014193e-2	1.72498862285710680e-1	-6.21036118670612106e-2	9.50480238464673777e-1	9.93897460490620999e-1
gene2423	3.07699567760886374e1	-1.96812365357899144e-1	3.21306128795570412e-1	-6.12538472564026715e-1	5.40181506886126872e-1	9.25895728457552858e-1
gene2424	4.82587379000235259e1	-7.95544432122748529e-2	2.52193371480147699e-1	-3.15450175178522696e-1	7.52419894946223522e-1	9.74425483609631993e-1
gene2425	3.88132111813259371e2	3.17238527638992851e0	1.76661451940120673e-1	1.79574278460317807e1	4.19816163239728697e-72	3.25545381992395101e-70
gene2426	5.40937248696901491e1	1.14916449579689925e-1	2.49354476337684317e-1	4.60855771540536419e-1	6.44902049583646830e-1	9.57331051027972224e-1
gene2427	4.04766902728595710e1	1.74433715543011653e-1	3.18391418324968034e-1	5.47859350169340620e-1	5.83788434775107112e-1	9.42352731283754630e-1
gene2428	1.79282492272167673e2	-2.92737429201240185e-1	1.45951668862749878e-1	-2.00571484712877668e0	4.48866761458724048e-2	3.04596680220710792e-1
gene2429	3.47515867415568437e2	-7.83313938619996895e-3	1.06397753730112732e-1	-7.36212853334236306e-2	9.41311656597424107e-1	9.93897460490620999e-1
gene2430	2.84855476938256743e2	3.09718338439177732e0	1.84114966057129431e-1	1.68220077417864324e1	1.68355256186861289e-63	1.03554071004566623e-61
gene2431	1.22679154216110025e1	-1.27542076359724837e-1	4.70198025203575565e-1	-2.71251833319598901e-1	7.86197382059690697e-1	9.81696588090372302e-1
gene2432	1.34576732176328989e2	-9.82756178910486750e-2	1.49099326085260497e-1	-6.59128518359976101e-1	5.09813205321758667e-1	9.17732081172299652e-1
gene2433	3.43028304054518401e2	-2.35856656355022043e0	1.44429633110020328e-1	-1.63302122477425762e1	6.01746458151383347e-60	3.35916111050389935e-58
gene2434	1.38080651256637054e2	2.53049773770931546e-2	2.00187280337814660e-1	1.26406519606995921e-1	8.99410113937136213e-1	9.92088092998167581e-1
gene2435	3.10288315786857138e0	2.41242363518154812e-1	1.03356981171559226e0	2.33406936603269888e-1	8.15445462493238460e-1	9.84759973047995896e-1
gene2436	1.60827167794795628e2	-1.52136603508054108e-1	1.72380148030609526e-1	-8.82564525243586862e-1	3.77471605437257385e-1	8.62680263802874880e-1
gene2437	6.78678069118267103e2	-2.83527679032029890e-2	1.50921561106785840e-1	-1.87864263364872996e-1	8.50983079628865879e-1	9.86542273895602118e-1
gene2438	1.88429604944953098e4	1.71950717701747369e0	1.02854239217335247e-1	1.67179028312492228e1	9.70756362800115760e-63	5.84477448768686050e-61
gene2439	1.32218816427814390e0	2.94662063370766036e0	2.99196732808582810e0	9.84843853757193521e-1	3.24700789843901716e-1	8.30684184606029441e-1
gene2440	1.12984832620480713e0	1.93672725271212043e-1	1.42791803105055481e0	1.35632943250056315e-1	8.92111442773270258e-1	9.91687550369255821e-1
gene2441	2.05449123162208132e1	-5.65128925001269558e-2	3.83475984893305422e-1	-1.47370095459434164e-1	8.82839900931107313e-1	9.91416519356084880e-1
gene2442	2.78064497498698120e3	-1.44381457322510121e-1	9.48285336658450106e-2	-1.52255288298856084e0	1.27870605875403665e-1	5.76137099252431173e-1
gene2443	7.76017450407190495e2	2.06806068088086326e0	1.35328338016959954e-1	1.52818006279045875e1	1.01107951326322838e-52	4.77483498100068225e-51
gene2444	2.78575286546704000e1	3.65721587082063412e-2	3.40896891614509534e-1	1.07282171260049505e-1	9.14565080474465164e-1	9.93766132701380478e-1
gene2445	2.17894554085997827e0	9.90128981034538391e-1	1.18648611020442551e0	8.34505328396928370e-1	4.03996281124774148e-1	8.74754952658909568e-1
gene2446	2.81667191710185039e0	1.22914594021435764e0	1.22747451427683441e0	1.00136167872984960e0	3.16651998748740782e-1	8.24704745449159282e-1
gene2447	2.66997215643217101e-1	1.98407353479586979e0	3.04602046261699622e0	6.51365793219671252e-1	5.14810346575381272e-1	9.17827507370397311e-1
gene2448	1.30827315551269336e1	1.00391806496597791e-1	5.33402453772263585e-1	1.88210244978475688e-1	8.50711863883484631e-1	9.86512492261086837e-1
gene2449	8.60257178595302463e1	-1.89364327684673123e-1	2.24797212360353882e-1	-8.42378451655880767e-1	3.99576147141940841e-1	8.71181906199163913e-1
gene2450	2.54203687555278918e2	7.66759121272062305e-2	1.21556964855466063e-1	6.30781726233257012e-1	5.28183210512199075e-1	9.21731280867760905e-1
gene2451	3.86028004424044280e0	-1.65005389983686346e0	7.71690247498090898e-1	-2.13823344947863347e0	3.24977977988322592e-2	2.39337994210246902e-1
gene2452	2.14474050387610845e2	-2.32600554341467952e-1	1.48901020457510913e-1	-1.56211524693909531e0	1.18260840848676302e-1	5.52725210429941383e-1
gene2453	8.25432272713026123e1	1.34038153278411731e-1	2.07051366170002693e-1	6.47366669236838832e-1	5.17394621839372459e-1	9.18004302728968047e-1
gene2454	1.68977640495066233e1	4.20543632618904262e-1	4.10209858693922513e-1	1.02519143239970800e0	3.05272886241491903e-1	8.15120310884190680e-1
gene2455	5.40438181462528446e4	8.34004614588109089e-4	1.01526371102243565e-1	8.21465995025285646e-3	9.93445716780676391e-1	9.98311799660568711e-1
gene2456	7.71148078973652105e2	1.17977675446084396e0	1.25312553620681999e-1	9.41467331383253914e0	4.74555812870248576e-21	1.03927723018584441e-19
gene2457	1.01322023010408149e1	1.03323736593156634e0	5.33487895957307168e-1	1.93675877889880388e0	5.27748324285874856e-2	3.40151887279857734e-1
gene2458	1.00301135842706984e2	-2.76986051009178558e-1	2.03721023509531085e-1	-1.35963410274256624e0	1.73945748689558866e-1	6.60921034590438161e-1
gene2459	6.73720390976877411e2	-6.35320535607488690e-2	9.66375659590914260e-2	-6.57426053007618472e-1	5.10906965255870871e-1	9.17801488037306545e-1
gene2460	2.20919695393852749e1	-1.88603616970983889e0	3.17357422891566432e-1	-5.94294014781640456e0	2.79954650372977686e-9	3.99943815575847489e-8
gene2461	9.37614344554490775e-1	3.25454165622768032e0	1.71305199239801698e0	1.89984989986895147e0	5.74528156845286950e-2	3.58735664139560151e-1
gene2462	1.87608553057573317e1	-7.90228866775916527e-1	4.62350614034218677e-1	-1.70915500658863961e0	8.74222367272505935e-2	4.65714449542201814e-1
gene2463	4.50625269991411059e0	9.85925385695352818e-1	7.11442927949364479e-1	1.38581093010109169e0	1.65804650572619228e-1	6.48287400679169790e-1
gene2464	1.93273004719484263e1	-8.31979757697449002e-2	3.60131298046020232e-1	-2.31021230926486271e-1	8.17298343233974323e-1	9.84759973047995896e-1
gene2465	6.61998244361225034e2	1.70434757875246867e-1	1.10498515895193522e-1	1.54241671478105769e0	1.22972362185529441e-1	5.63771844029311242e-1
gene2466	1.39670076374850652e2	-2.95886518415787891e-1	1.52734351385130612e-1	-1.93726241498671681e0	5.27132696422702440e-2	3.39975000226797330e-1
gene2467	2.97333396401361760e1	2.14145725209470772e0	4.16181005487978040e-1	5.14549492614113735e0	2.66816406798320018e-7	3.47087739626874645e-6
gene2468	5.39212432604875076e1	1.51354487689531164e-1	2.34900313101225805e-1	6.44334976362112566e-1	5.19358198660843762e-1	9.19391473146155325e-1
gene2469	3.05384416356354905e2	3.54204305356296767e-1	1.60568684047235039e-1	2.20593640321607953e0	2.73884504238005796e-2	2.09529531092484372e-1
gene2470	3.08448754939490888e0	6.18227793201156506e-1	9.40518051559082635e-1	6.57326876582889241e-1	5.10970719567777842e-1	9.17813021204708868e-1
gene2471	2.30549583957041989e2	-9.24788743387996021e-2	1.40607074133866805e-1	-6.57711391183304683e-1	5.10723562398505582e-1	9.17801488037306545e-1
gene2472	2.55551293205195087e1	6.87653574326391626e-1	3.32909928415038026e-1	2.06558445883625152e0	3.88677294976627410e-2	2.74387170088175980e-1
gene2473	5.77478945126379017e2	-1.28954908123578404e-1	1.24202467957274854e-1	-1.03826365324671621e0	2.99147342076619915e-1	8.10337418608698346e-1
gene2474	2.18369486349924136e3	8.88359781010814170e-2	1.14067328402234630e-1	7.78803004729100579e-1	4.36095752031344652e-1	8.88315678365343087e-1
gene2475	3.38971929184657554e1	1.35314731259550763e-1	2.70713333997494032e-1	4.99845091711675182e-1	6.17184113758527109e-1	9.52756595121234673e-1
gene2476	1.25063937175402856e2	-9.02965799259199953e-2	1.96669353018865761e-1	-4.59128880732414757e-1	6.46141582972135753e-1	9.57331051027972224e-1
