gene	lfcA	lfcB
gene1498	0	0
gene1499	0	0
gene1500	0	0
gene1501	-0.546711100336939	0
gene1502	0	0.354232227527918
gene1503	0	0
gene1504	0	0
gene1505	0	0
gene1506	0	0
gene1507	0	0
gene1508	0	0
gene1509	0	0
gene1510	2.28729914721773	0
gene1511	0	0
gene1512	0.209385807958445	0.565530974306775
gene1513	0	0
gene1514	0	0
gene1515	0	0.313086454503314
gene1516	0	0
gene1517	0	0
gene1518	0	0
gene1519	0	0
gene1520	0	0
gene1521	0	0
gene1522	0	0
gene1523	0	0
gene1524	0.647106092230263	0
gene1525	0.685168526447392	0
gene1526	0	0
gene1527	0	0
gene1528	0	0
gene1529	0	0
gene1530	-0.817293025881973	0
gene1531	0	0.068652511688849
gene1532	0	0
gene1533	0	0
gene1534	1.32272707696454	0
gene1535	0	0
gene1536	0	0
gene1537	0	0
gene1538	0	0
gene1539	0	0
gene1540	0	0
gene1541	0	0
gene1542	0	0
gene1543	0	0
gene1544	0	0
gene1545	0	-0.774719955362042
gene1546	0	2.2148097809595
gene1547	0	0
gene1548	0	0
gene1549	0	1.25344452468612
gene1550	0	0
gene1551	0	0
gene1552	0	0
gene1553	0	0
gene1554	0	0
gene1555	0	0
gene1556	0	0
gene1557	0	1.0126890000988
gene1558	0	0
gene1559	0	0
gene1560	0	0
gene1561	0	0
gene1562	0.396726005712645	0
gene1563	0	0
gene1564	0	0
gene1565	0	0
gene1566	0.442267933402932	0
gene1567	0.343335733966156	0
gene1568	0	0
gene1569	0	0
gene1570	0	0
gene1571	0	0
gene1572	0	0.488622961562992
gene1573	0	0
gene1574	0	0
gene1575	0	0
gene1576	0	0
gene1577	0	0
gene1578	0	0
gene1579	0	0
gene1580	0	0
gene1581	0	0
gene1582	0	0
gene1583	0	0
gene1584	0	0
gene1585	-0.046128770814564	0
gene1586	0	0
gene1587	-1.64482972429304	0
gene1588	0	0
gene1589	0	0
gene1590	0	0
gene1591	0	0
gene1592	0	0
gene1593	0	0
gene1594	0	0
gene1595	0	0
gene1596	0	0
gene1597	0	0
gene1598	0	0
gene1599	0	0
gene1600	0	0
gene1601	0	0
gene1602	0	0
gene1603	0	0
gene1604	0	0
gene1605	0	0
gene1606	0	0
gene1607	0	0
gene1608	0	0
gene1609	0	0
gene1610	0	0
gene1611	0	0
gene1612	0	0
gene1613	0	0
gene1614	0	0
gene1615	0	0
gene1616	0	0
gene1617	0	0
gene1618	0	-0.336310034418118
gene1619	0	0
gene1620	0.672370188369851	0
gene1621	0	0
gene1622	0	0
gene1623	0	0
gene1624	0	0
gene1625	0	0.369494568249335
gene1626	0	0
gene1627	0	-0.485826770551035
gene1628	0	0
gene1629	0	0
gene1630	0	0
gene1631	0	0
gene1632	0	0
gene1633	0	0
gene1634	0	0
gene1635	0	0
gene1636	0	0
gene1637	0	1.01288800634735
gene1638	0	0
gene1639	0	0
gene1640	0	0
gene1641	0	0
gene1642	0	0
gene1643	0	0
gene1644	1.8865085657822	0
gene1645	0	-1.43104924502192
gene1646	0	0
gene1647	0	0
gene1648	0	0
gene1649	0	0
gene1650	0	0
gene1651	-0.379666019607246	0
gene1652	0	0
gene1653	0	0
gene1654	0	0
gene1655	0	-0.127219545228847
gene1656	0	0
gene1657	0	0
gene1658	0	0.443437158588448
gene1659	0	0
gene1660	0	0
gene1661	0	0
gene1662	0	0
gene1663	0	0
gene1664	0	0
gene1665	0	0
gene1666	0	0
gene1667	0	0
gene1668	0	-0.0932138859346262
gene1669	0	0
gene1670	-0.093805958077796	0
gene1671	0	0
gene1672	0	0
gene1673	0	0
gene1674	0	0
gene1675	-1.05346920059557	0
gene1676	0	0
gene1677	0	0
gene1678	0	0
gene1679	0	0
gene1680	0	0
gene1681	0	0
gene1682	0	0
gene1683	0	0
gene1684	-0.284579015531045	0
gene1685	0	0
gene1686	0	0
gene1687	0	0
gene1688	0	0
gene1689	0	0
gene1690	0	0
gene1691	0	0
gene1692	0	0
gene1693	0	0
gene1694	0	0
gene1695	0	0
gene1696	0	0
gene1697	0	0
gene1698	0	0
gene1699	0	0
gene1700	0	0
gene1701	0	0
gene1702	0	0
gene1703	0	0
gene1704	0	0
gene1705	-3.12854573039422	3.2741012515057
gene1706	0	0
gene1707	0	0
gene1708	0	0
gene1709	0	0
gene1710	0	0
gene1711	0	0
gene1712	0	0
gene1713	0	0
gene1714	0	0
gene1715	0	0
gene1716	0	0
gene1717	0	0
gene1718	0	0
gene1719	0	0
gene1720	0	0
gene1721	0	0
gene1722	0	0
gene1723	0	0
gene1724	0	0
gene1725	0	0
gene1726	0	0
gene1727	0	0
gene1728	0	0
gene1729	0	0
gene1730	0	0
gene1731	0	0
gene1732	0	0
gene1733	0	0
gene1734	0	0
gene1735	0	0
gene1736	0.692199323763226	0
gene1737	0	0
gene1738	0	0
gene1739	0	0
gene1740	0	0
gene1741	0	0
gene1742	0	0
gene1743	0	0
gene1744	0	0
gene1745	0	0
gene1746	1.37442108097506	0
gene1747	0	0
gene1748	0	0
gene1749	0	0
gene1750	0	0
gene1751	0	0
gene1752	0	0
gene1753	0	0
gene1754	0	0
gene1755	0	0
gene1756	0	0
gene1757	0	-0.644261176732831
gene1758	0	0
gene1759	0	0
gene1760	0	0
gene1761	0	0
gene1762	0	0
gene1763	0	0
gene1764	0	0
gene1765	0	0
gene1766	0	0
gene1767	0	0
gene1768	0	0
gene1769	0	0
gene1770	0	-2.15011642056311
gene1771	0	0
gene1772	0	-2.10439609945661
gene1773	0	0
gene1774	0	-0.606637997191728
gene1775	0	0
gene1776	0	0
gene1777	0	0
gene1778	0	0
gene1779	0	0
gene1780	0	0
gene1781	0	0
gene1782	0	0
gene1783	0	0
gene1784	0	0
gene1785	0	0
gene1786	0.284211271204513	0
gene1787	0	0
gene1788	0	0
gene1789	0	0
gene1790	0	0
gene1791	0	0
gene1792	0	0
gene1793	0.257140326951691	0
gene1794	0	0
gene1795	0	0
gene1796	0	0
gene1797	0	0
gene1798	0	0
gene1799	0	0
gene1800	0	0
gene1801	0	0
gene1802	0	0
gene1803	0	0
gene1804	0	0
gene1805	0	0.602762006965337
gene1806	0	0
gene1807	0	0
gene1808	0	0
gene1809	0	0
gene1810	0	-0.396094084280832
gene1811	0	0
gene1812	0	0
gene1813	0	0
gene1814	0	0
gene1815	0	0
gene1816	0	0
gene1817	0	0
gene1818	0	0
gene1819	0	-1.27259495754552
gene1820	0	0
gene1821	0	0
gene1822	0	0
gene1823	0	0
gene1824	0	0
gene1825	0	0
gene1826	0	0
gene1827	0	0
gene1828	0	0
gene1829	0	0
gene1830	0	-0.632367295493759
gene1831	0	0
gene1832	0	0
gene1833	0	0
gene1834	0	0
gene1835	0	0
gene1836	0	0.453415405713344
gene1837	0	0
gene1838	0	0
gene1839	0	0
gene1840	-2.30567913364665	0.632893907135748
gene1841	0	0
gene1842	0	0
gene1843	0	0
gene1844	0	0
gene1845	-2.04587187624712	0
gene1846	0	0
gene1847	0	0
gene1848	0	-1.39518322934569
gene1849	0	0
gene1850	0	0
gene1851	0	0
gene1852	0	0
gene1853	0	0
gene1854	0	0
gene1855	0	0
gene1856	0	0
gene1857	0	-1.8772214567698
gene1858	0	0
gene1859	0	0
gene1860	0	0
gene1861	0	0
gene1862	0	-0.206995872902336
gene1863	0	0
gene1864	-0.230546897866914	0
gene1865	0	0
gene1866	1.00174467346401	0
gene1867	0	0
gene1868	0	0
gene1869	0	0
gene1870	0	0
gene1871	0	0
gene1872	0	0.321985443359198
gene1873	0	0
gene1874	0	0
gene1875	0	0.923323870378126
gene1876	0	0
gene1877	0	0
gene1878	0	0
gene1879	0	0
gene1880	0	0
gene1881	0	0
gene1882	0	0
gene1883	0	0
gene1884	0	0
gene1885	0	0
gene1886	0	0
gene1887	0	0
gene1888	0	0
gene1889	-0.0663635485015856	0
gene1890	0	0
gene1891	0	0
gene1892	0	0
gene1893	0	0
gene1894	0	0
gene1895	0	2.42834662597418
gene1896	0	0
gene1897	0	0
gene1898	0	0
gene1899	0	0
gene1900	0	0
gene1901	0	0
gene1902	0	0
gene1903	0	0
gene1904	0	0
gene1905	0	0
gene1906	0	0
gene1907	0	0
gene1908	0	0
gene1909	1.04925124090255	0
gene1910	0	0
gene1911	0	0
gene1912	0	0
gene1913	0	0
gene1914	0	0
gene1915	0	0
gene1916	0	0
gene1917	0	0
gene1918	0	1.20762149206426
gene1919	0	0
gene1920	0	0.622304950519824
gene1921	0	0
gene1922	0	0
gene1923	0	0
gene1924	0	0
gene1925	0	0
gene1926	0	0
gene1927	2.00053439988256	0
gene1928	0	0
gene1929	0	1.3181321577516
gene1930	0	0
gene1931	0	0
gene1932	0	0
gene1933	0	0
gene1934	0	0
gene1935	0	0
gene1936	0	0
gene1937	0	0
gene1938	0	0
gene1939	0.49558388636902	0
gene1940	0.0974885008002453	0
gene1941	0	0
gene1942	0	0
gene1943	0	0
gene1944	0	0
gene1945	0	-0.254394069354949
gene1946	0	0
gene1947	0.0584077323925516	0
gene1948	0	0
gene1949	-0.784955774743061	0
gene1950	-2.49902234163743	0
gene1951	0	0
gene1952	0	0
gene1953	0.0315864758521703	0
gene1954	0	0
gene1955	0	0
gene1956	0	0
gene1957	0	0
gene1958	0	0
gene1959	0	0
gene1960	0	0
gene1961	0	0
gene1962	-0.145349398836611	0
gene1963	0	0
gene1964	0	0
gene1965	0	0
gene1966	0	0
gene1967	0	0
gene1968	0	0
gene1969	0	0
gene1970	0	0
gene1971	0	0
gene1972	-1.12239918101022	0
gene1973	0	0
gene1974	0	0
gene1975	0	0
gene1976	-0.00547900808172204	0
gene1977	0	0
gene1978	0	0
gene1979	0	0
gene1980	0	0
gene1981	0	0
gene1982	0	0
gene1983	0	0
gene1984	0	0
gene1985	0	0
gene1986	0	0
gene1987	-1.46431889259443	0
gene1988	0	0
gene1989	0	0
gene1990	0	0
gene1991	0	0
gene1992	0	0
gene1993	0	0
gene1994	0	0
gene1995	-0.891448275649501	0
gene1996	0	0
gene1997	0	0
gene1998	0	0
gene1999	0	0
gene2000	0	0
gene2001	0	0
gene2002	0	0
gene2003	0	0
gene2004	0	0
gene2005	0	0
gene2006	0	0
gene2007	0	0
gene2008	0	0.53833562407626
gene2009	0	-1.58976144354473
gene2010	0	0
gene2011	0	0
gene2012	0	0
gene2013	0	0
gene2014	0	0
gene2015	0	0
gene2016	0	0
gene2017	0	-1.40279171257072
gene2018	0	0.872775070878069
gene2019	0	0
gene2020	0	0
gene2021	0	0
gene2022	0	0
gene2023	0	0
gene2024	0	-0.364685930465358
gene2025	0	0
gene2026	0	0
gene2027	0	0
gene2028	0	0
gene2029	0	0
gene2030	0	0
gene2031	0	0
gene2032	0	0
gene2033	0	0
gene2034	0	0
gene2035	-0.0105578185731885	0
gene2036	0	0
gene2037	0	0
gene2038	0	0
gene2039	0	0
gene2040	0	0
gene2041	-2.73627283307901	0
gene2042	0	0
gene2043	0	0
gene2044	0	0
gene2045	0	0
gene2046	0	0
gene2047	0	0
gene2048	0	0
gene2049	0	0
gene2050	0	0
gene2051	0	0
gene2052	0	0
gene2053	0	0
gene2054	0	0
gene2055	0	0
gene2056	0	0.546085125891012
gene2057	0	0
gene2058	0	0
gene2059	0	0
gene2060	-0.36944935453853	0
gene2061	0	0
gene2062	0	0
gene2063	0	0
gene2064	0	0
gene2065	0	0
gene2066	0	0
gene2067	-0.0697549221229525	0
gene2068	1.33364221004203	0
gene2069	0	0
gene2070	0	0
gene2071	0	0
gene2072	0	0
gene2073	-0.839738793544449	-2.0010288997445
gene2074	0	0
gene2075	0	0
gene2076	0	0
gene2077	0	0
gene2078	0	0
gene2079	0	0
gene2080	0	0
gene2081	0	0
gene2082	0	0
gene2083	0	0
gene2084	0	0
gene2085	0	0
gene2086	0	0
gene2087	0	0
gene2088	0	0
gene2089	0	0
gene2090	0	0
gene2091	0	0
gene2092	0	0
gene2093	0	0
gene2094	0	0
gene2095	0	0
gene2096	0	0
gene2097	0	0
gene2098	0	0
gene2099	0.0305847013915479	0
gene2100	0	0
gene2101	0	0
gene2102	0	0
gene2103	0	0
gene2104	0	0
gene2105	0	0
gene2106	0	-1.48818243536393
gene2107	2.66081753564661	0
gene2108	0	0
gene2109	0	0
gene2110	0	0
gene2111	0	0
gene2112	0	0
gene2113	0	0
gene2114	0	0
gene2115	0	0
gene2116	0	0
gene2117	0	0.0667527162560467
gene2118	0	0
gene2119	0	0
gene2120	0	0
gene2121	0	0
gene2122	0	0
gene2123	0	0
gene2124	0	0
gene2125	0.662608357668937	0
gene2126	0	0
gene2127	0	0
gene2128	0	0
gene2129	0	0
gene2130	0	0
gene2131	0	0
gene2132	0	0
gene2133	0	0
gene2134	0	0
gene2135	0	0
gene2136	0	0
gene2137	0	0
gene2138	0	0
gene2139	0	0
gene2140	0	0
gene2141	0	0
gene2142	0	0
gene2143	1.61455420281923	0
gene2144	0	0
gene2145	0	0
gene2146	-1.41126549003564	0
gene2147	0	0
gene2148	0	-2.87770604728969
gene2149	0	0
gene2150	0	0
gene2151	0	0
gene2152	0	0
gene2153	0	0
gene2154	0	0
gene2155	0	0
gene2156	0	0
gene2157	0	0
gene2158	0	0
gene2159	0.709379271341472	0
gene2160	0.792474432705416	0
gene2161	0	0
gene2162	0	0
gene2163	0	0
gene2164	0	0
gene2165	0	0
gene2166	0	0
gene2167	1.44316039014447	0
gene2168	0	0
gene2169	0	0
gene2170	0	0
gene2171	0	0
gene2172	0	0
gene2173	0	0
gene2174	0	0
gene2175	0	0
gene2176	0	0
gene2177	0	0
gene2178	2.22306704942692	0.38536844252671
gene2179	0	0
gene2180	-2.31721511716672	0
gene2181	0	0
gene2182	0	0
gene2183	0	0
gene2184	0	0
gene2185	0	0
gene2186	0	0
gene2187	0	0
gene2188	0	0
gene2189	0	0
gene2190	0	1.03579935565279
gene2191	0	0
gene2192	0	0
gene2193	0	0
gene2194	0	-0.144348808719002
gene2195	0	0
gene2196	0	0
gene2197	0	0
gene2198	0	0
gene2199	0	0
gene2200	0	0
gene2201	0	0
gene2202	0	0
gene2203	0	0
gene2204	0	0
gene2205	0	0
gene2206	-0.510882904978753	0
gene2207	0	0
gene2208	0	0
gene2209	0	0
gene2210	0	0
gene2211	0	0
gene2212	0	0
gene2213	0	0
gene2214	0	0
gene2215	0	0
gene2216	1.38544603803413	0
gene2217	0	0
gene2218	-0.165471278431698	0
gene2219	0	0
gene2220	0	0
gene2221	0	0
gene2222	0	0
gene2223	0	1.56677935019571
gene2224	0	0
gene2225	0	0
gene2226	0	0
gene2227	0	0
gene2228	0	0
gene2229	0	0
gene2230	0	0
gene2231	0	0
gene2232	0	0
gene2233	0	0
gene2234	0	0
gene2235	0	0
gene2236	0	0
gene2237	0	0
gene2238	0	0
gene2239	0	0
gene2240	0	0
gene2241	0	0
gene2242	0	0
gene2243	0	0
gene2244	0	0
gene2245	-0.791236889322172	0
gene2246	0	0
gene2247	0	0
gene2248	0	0
gene2249	0	0
gene2250	-1.27471646586073	0
gene2251	0	-2.50755667985102
gene2252	0	0
gene2253	0	0
gene2254	0	0
gene2255	0	0
gene2256	0	0
gene2257	0	0
gene2258	0	-1.82561934397118
gene2259	0	0
gene2260	0	0
gene2261	0	0
gene2262	0	0
gene2263	0	0
gene2264	0	0
gene2265	0	0
gene2266	0	0
gene2267	0	0
gene2268	0	0
gene2269	0	-0.797526872133857
gene2270	0	0
gene2271	0	2.08303160813658
gene2272	0	0
gene2273	0	0
gene2274	0	0
gene2275	0	0
gene2276	0	0
gene2277	0	0
gene2278	0	-0.214143395010119
gene2279	0	0
gene2280	0	0
gene2281	0	0
gene2282	0	0
gene2283	0	0
gene2284	0	0
gene2285	0	0
gene2286	0	0
gene2287	0	0
gene2288	0	0
gene2289	0	0
gene2290	0	0
gene2291	0	0
gene2292	0	0
gene2293	0	0
gene2294	0	-0.563262775526664
gene2295	0	0
gene2296	0	0
gene2297	0	0
gene2298	0	0
gene2299	0	0
gene2300	0	-2.64152985569649
gene2301	0	0
gene2302	0	0
gene2303	0	0
gene2304	0	0
gene2305	0	0
gene2306	0	0
gene2307	0	0
gene2308	0	0
gene2309	0	0
gene2310	0	0
gene2311	0	0
gene2312	0	0
gene2313	0	0
gene2314	0	0
gene2315	0	0
gene2316	0	0
gene2317	0	0
gene2318	-0.41682542444119	0
gene2319	0	1.16318027965329
gene2320	0	0.927704019371025
gene2321	0	0
gene2322	0	0
gene2323	0	0
gene2324	0	0
gene2325	0	0
gene2326	0	-1.87469646583683
gene2327	0	0
gene2328	0	0
gene2329	0	0
gene2330	0.815743303576924	0
gene2331	0	0
gene2332	0	0
gene2333	0	0
gene2334	0	2.94555398205409
gene2335	0	0
gene2336	0	0
gene2337	0	0
gene2338	1.56450377978436	0
gene2339	0	0
gene2340	0	0
gene2341	0	0
gene2342	-1.33173254146093	0
gene2343	0	0
gene2344	0	0
gene2345	0	0
gene2346	0	0
gene2347	0	0
gene2348	0	0
gene2349	0	1.53134368059572
gene2350	0	0
gene2351	0	0
gene2352	0	0
gene2353	0	0
gene2354	0	0
gene2355	0	0
gene2356	0	0
gene2357	0	0
gene2358	0	0
gene2359	0	0
gene2360	0	0
gene2361	0	0
gene2362	0	0
gene2363	0	0
gene2364	0	0
gene2365	0	0
gene2366	0	0
gene2367	0	2.24004094752555
gene2368	0	0
gene2369	0	0
gene2370	-1.81080780696358	0
gene2371	0	0
gene2372	0	0
gene2373	0	0
gene2374	0	-1.70020909840779
gene2375	0	0
gene2376	0	0
gene2377	0	0
gene2378	0	0
gene2379	0	0
gene2380	0	0
gene2381	0	0
gene2382	0	0
gene2383	0	0
gene2384	0	0
gene2385	0	0
gene2386	0	0
gene2387	0.0691317677079703	0
gene2388	0	0
gene2389	0	0
gene2390	0	0
gene2391	0	0
gene2392	0	0
gene2393	0	0
gene2394	0	0
gene2395	-2.01213829551398	0
gene2396	0	0
gene2397	0	0
gene2398	0	0
gene2399	0	0
gene2400	-1.3481511576953	0
gene2401	0	0
gene2402	0	0
gene2403	0	0
gene2404	0.237291069745746	0
gene2405	0	0
gene2406	0	0
gene2407	0.839296795956877	0
gene2408	0	0
gene2409	0	0
gene2410	0	0
gene2411	0	0
gene2412	0	0
gene2413	0	0
gene2414	0	0
gene2415	0	0
gene2416	0	0
gene2417	0	0
gene2418	0.598483944017785	0
gene2419	0	0
gene2420	0	0
gene2421	0	0
gene2422	0	0
gene2423	0	0
gene2424	0	0
gene2425	0	0
gene2426	0	0
gene2427	0	0
gene2428	0	0
gene2429	0	0
gene2430	0	0
gene2431	0	0
gene2432	0	0
gene2433	0	0
gene2434	0	0
gene2435	-0.267620818561947	0
gene2436	0	0
gene2437	0	0
gene2438	0	-0.812617072139701
gene2439	0	-1.70401631294137
gene2440	0	0
gene2441	0	0
gene2442	0	0
gene2443	0	0
gene2444	0	0
gene2445	0	0.157923640059039
gene2446	0	0
gene2447	0	0
gene2448	0	0
gene2449	0	0
gene2450	0	0
gene2451	0	0
gene2452	0	0
gene2453	0	0
gene2454	0	0
gene2455	0	0
gene2456	0	0
gene2457	0	0
gene2458	0	0
gene2459	0	0
gene2460	0	0
gene2461	0	0
gene2462	0	0
gene2463	0	0
gene2464	0	0
gene2465	0	0
gene2466	0	0
gene2467	0	0
gene2468	0	0
gene2469	0	0
gene2470	0	0
gene2471	0	0
gene2472	0	0
gene2473	0	0.513338359329159
gene2474	0	0
gene2475	0	0
gene2476	0	0
gene2477	0	0
gene2478	0	0
gene2479	0	0
gene2480	0	0
gene2481	0	0
gene2482	0	0
gene2483	0	0
gene2484	0	1.36895261709471
gene2485	0	-0.0136898309890457
gene2486	0	0
gene2487	0	0
gene2488	0	0
gene2489	0	0
gene2490	0	0
gene2491	0	0
gene2492	0	0
gene2493	0	0
gene2494	0	0
gene2495	0	0
gene2496	0	0
gene2497	0	0
gene2498	0	0
gene2499	0	0
gene2500	-1.97723169165125	0
gene2501	0	0.0737451297338016
gene2502	0	0
gene2503	0	0
gene2504	-3.82743083802001	0
gene2505	0	0
gene2506	0	-0.402516501734947
gene2507	0	0
gene2508	0	0
gene2509	0	0
gene2510	0	0
gene2511	0	0
gene2512	0	0
gene2513	0	0
gene2514	0	0
gene2515	-0.110942230879098	0
gene2516	0	-1.37469854279105
gene2517	0	-1.51644137452331
gene2518	0	0
gene2519	0	0
gene2520	0	0
gene2521	0	0
gene2522	0	0
gene2523	0	0
gene2524	0	0
gene2525	0	0.350936229936851
gene2526	0	0
gene2527	0	-0.22019600518109
gene2528	0.52181216497789	0
gene2529	0	0
gene2530	0	0
gene2531	0	0
gene2532	-0.613330057558573	0
gene2533	0	0
gene2534	0	0
gene2535	0	0
gene2536	0	0
gene2537	0	0
gene2538	0	0
gene2539	0	-1.43998412877278
gene2540	0	0.595621945872258
gene2541	0	0
gene2542	0	0
gene2543	0	0
gene2544	0	0
gene2545	0	0
gene2546	0	0
gene2547	0	0
gene2548	0	0
gene2549	0	0
gene2550	0	0
gene2551	0	0
gene2552	0	0
gene2553	0	0
gene2554	0	0
gene2555	0	0
gene2556	0	0
gene2557	0	1.89870122879267
gene2558	0	-0.576457705084555
gene2559	0	0
gene2560	0.0513145949369208	0
gene2561	0	0
gene2562	-0.318782475976378	0
gene2563	0	0
gene2564	0	0
gene2565	0	0
gene2566	0	0
gene2567	0	0
gene2568	0	0
gene2569	0	0
gene2570	0	0
gene2571	0	0
gene2572	0	0
gene2573	0	0
gene2574	0	0
gene2575	0	0
gene2576	0	0
gene2577	0	0
gene2578	0	0
gene2579	0	0
gene2580	0	0
gene2581	0	0
gene2582	0	0
gene2583	0	0
gene2584	0	0
gene2585	0	0
gene2586	0	0
gene2587	0	0
gene2588	0.66239772612411	0
gene2589	0	0
gene2590	0	0
gene2591	0	0
gene2592	0	0
gene2593	0	0
gene2594	0	0
gene2595	0.101754483266859	0
gene2596	0	0
gene2597	0	0
gene2598	0	0
gene2599	0	0.0650050656400027
gene2600	0	0
gene2601	0	0
gene2602	0	0
gene2603	0	0
gene2604	0	0
gene2605	0	0
gene2606	-1.39016288714679	-1.09940216850691
gene2607	0	0
gene2608	0	0
gene2609	0	-1.33487220909486
gene2610	0	0
gene2611	0	0
gene2612	0	0
gene2613	0	0
gene2614	0	0
gene2615	0	0
gene2616	0	0
gene2617	0	0
gene2618	0	0
gene2619	0	0
gene2620	0	0
gene2621	0	0
gene2622	0	0
gene2623	0	0
gene2624	0	0
gene2625	0	0.874023371116285
gene2626	0	0
gene2627	0	-0.39939755177315
gene2628	0	0
gene2629	0	0
gene2630	0	0
gene2631	0	0
gene2632	0	0
gene2633	0	0
gene2634	0	0
gene2635	0	0
gene2636	0	0
gene2637	0	0
gene2638	0	0
gene2639	-0.528675661869087	0
gene2640	0	0
gene2641	0	0
gene2642	0	0
gene2643	0	0
gene2644	0	0
gene2645	-1.69392773045771	0
gene2646	0	0
gene2647	0	0
gene2648	0	0
gene2649	0	0
gene2650	0	0
gene2651	0	0
gene2652	0	0
gene2653	0	0
gene2654	0	0
gene2655	0	0
gene2656	0	0
gene2657	0	0
gene2658	0	0
gene2659	0	0
gene2660	0	0
gene2661	0	0
gene2662	0	0
gene2663	0	0
gene2664	0	0
gene2665	0	0
gene2666	0	0
gene2667	0	0
gene2668	0	0
gene2669	0	0
gene2670	0	0
gene2671	0	0
gene2672	0	0
gene2673	0	0
gene2674	0	0
gene2675	0	0
gene2676	0	0
gene2677	0	0
gene2678	0	0
gene2679	0	0
gene2680	0.424664961141766	0
gene2681	0	0
gene2682	0	0
gene2683	0	0
gene2684	0	0
gene2685	0	0
gene2686	0	0
gene2687	0	1.83377850347894
gene2688	0	0
gene2689	0	0
gene2690	-1.36576348400582	0
gene2691	0	0
gene2692	0	0
gene2693	0	0
gene2694	0	1.20785425906597
gene2695	0	0
gene2696	0	0
gene2697	0	0
gene2698	0	0
gene2699	0	0
gene2700	0	0
gene2701	0	0
gene2702	0	0
gene2703	0	0
gene2704	0	0
gene2705	0	0
gene2706	0	0
gene2707	0	0
gene2708	0	0
gene2709	0	0
gene2710	0	0
gene2711	0	0
gene2712	0	0
gene2713	0.0928548653611734	0
gene2714	0	0
gene2715	0	0
gene2716	0	0
gene2717	0	0
gene2718	0	0
gene2719	0	0
gene2720	0	0
gene2721	0	0
gene2722	0	0
gene2723	-0.0507745136416274	0.0441460061420995
gene2724	0	0
gene2725	0	0
gene2726	0	0
gene2727	0	0
gene2728	0	0
gene2729	0	0
gene2730	0	0
gene2731	0	0
gene2732	0	0
gene2733	0	0
gene2734	0	0
gene2735	0	0
gene2736	0	-0.0439039759937733
gene2737	0	-1.58760978064487
gene2738	0	0
gene2739	0	0
gene2740	0	0
gene2741	0	0
gene2742	0	0
gene2743	0	0
gene2744	0	0
gene2745	0	0
gene2746	0	0
gene2747	0	0
gene2748	0	0
gene2749	0	0
gene2750	0	0
gene2751	-1.20638248083189	0.827801708182053
gene2752	0	0
gene2753	0	0
gene2754	0	0
gene2755	0	0
gene2756	0	0
gene2757	0	0
gene2758	0	0
gene2759	0	0
gene2760	0	0
gene2761	0	0
gene2762	0	0
gene2763	0	0
gene2764	0.518026368917896	0
gene2765	0	0
gene2766	0	0
gene2767	0	0
gene2768	0	0
gene2769	0	0
gene2770	0	0
gene2771	0	0
gene2772	0	0
gene2773	0	0
gene2774	0	0
gene2775	0	-0.277923006349511
gene2776	0	0
gene2777	0	0
gene2778	0	0
gene2779	0	0
gene2780	0	0
gene2781	0	0
gene2782	0	0
gene2783	0	0
gene2784	0.282537531912459	0
gene2785	0	0.796130515484577
gene2786	0	0
gene2787	0	0
gene2788	0	0
gene2789	-1.38307224287351	0
gene2790	0	0
gene2791	0	0
gene2792	0	0
gene2793	0	0
gene2794	0	0
gene2795	0	0
gene2796	0	0
gene2797	0	0
gene2798	0	0
gene2799	0	0
gene2800	0.251395432171946	0
gene2801	0	0
gene2802	0	0
gene2803	0	0
gene2804	0	0
gene2805	0	0
gene2806	0	0
gene2807	0	0
gene2808	0	0
gene2809	0	0
gene2810	0	0.864970547015377
gene2811	0	0
gene2812	0	0
gene2813	0	0
gene2814	0	0
gene2815	0	0
gene2816	0	0
gene2817	0	0
gene2818	0	0
gene2819	0	0
gene2820	0	0
gene2821	0	0
gene2822	0.0919570276721841	0
gene2823	0	0
gene2824	0	-0.501250398446927
gene2825	0.921037763927377	0
gene2826	0	0
gene2827	0	0
gene2828	0	0
gene2829	0	0
gene2830	0.347517859600254	0
gene2831	0	0
gene2832	0	-2.26275378783789
gene2833	0	0
gene2834	0	0
gene2835	0	0
gene2836	0	0
gene2837	0	0
gene2838	0	0
gene2839	1.06701349692302	0
gene2840	0	1.28100966248688
gene2841	0	0.768415317785241
gene2842	0	0
gene2843	0	0
gene2844	0	0
gene2845	0	0
gene2846	0	0
gene2847	0	0
gene2848	0	0.215684275781336
gene2849	0	0
gene2850	0	0
gene2851	0	0
gene2852	0	0
gene2853	0	0
gene2854	0	0
gene2855	0	0
gene2856	0	0
gene2857	0	0
gene2858	0	0
gene2859	0	0
gene2860	0	0
gene2861	0	1.22925801407249
gene2862	0	0
gene2863	0	0
gene2864	0	0
gene2865	0	0
gene2866	0	-1.99188834505424
gene2867	-1.06566187454284	0
gene2868	0	0
gene2869	0	0
gene2870	0	0
gene2871	0	0
gene2872	0	0
gene2873	2.66321996827752	0
gene2874	0	0
gene2875	0	0
gene2876	0	0
gene2877	0	-1.15722925089768
gene2878	0	0
gene2879	0	0
gene2880	0	0
gene2881	0	0
gene2882	0	0
gene2883	0	0
gene2884	-0.879678512137087	0
gene2885	0	0
gene2886	0	0
gene2887	0	0
gene2888	0	0
gene2889	0	0
gene2890	0	0
gene2891	0.629663973032369	0
gene2892	0	0.887073744452735
gene2893	0	0
gene2894	0	0
gene2895	0	0
gene2896	0	0
gene2897	0	0
gene2898	0	0
